"","gene_id","gene_type","gene_name"
"24841","ENSG00000223684.1","unprocessed_pseudogene","IFNWP18"
"24842","ENSG00000223685.6","lncRNA","LINC00571"
"24843","ENSG00000223688.2","processed_pseudogene","RPS24P14"
"24844","ENSG00000223691.1","processed_pseudogene","AC068044.1"
"24845","ENSG00000223692.1","lncRNA","DIP2A-IT1"
"24846","ENSG00000223694.1","processed_pseudogene","ADH5P3"
"24847","ENSG00000223695.1","lncRNA","FO393418.1"
"24848","ENSG00000223697.3","lncRNA","AF230666.1"
"24849","ENSG00000223698.3","unprocessed_pseudogene","GOLGA6L11P"
"24850","ENSG00000223701.3","lncRNA","RAET1E-AS1"
"24851","ENSG00000223702.1","processed_pseudogene","ZDHHC20P2"
"24852","ENSG00000223703.1","unprocessed_pseudogene","AC027612.1"
"24853","ENSG00000223704.2","lncRNA","LINC01422"
"24854","ENSG00000223705.9","transcribed_unprocessed_pseudogene","NSUN5P1"
"24855","ENSG00000223707.2","processed_pseudogene","SFR1P2"
"24856","ENSG00000223709.6","unprocessed_pseudogene","TRIM64EP"
"24857","ENSG00000223710.1","unprocessed_pseudogene","CRYGGP"
"24858","ENSG00000223711.1","lncRNA","AC069213.1"
"24859","ENSG00000223714.1","lncRNA","LINC02601"
"24860","ENSG00000223715.3","lncRNA","LINC01208"
"24861","ENSG00000223716.2","lncRNA","AL135785.1"
"24862","ENSG00000223717.1","processed_pseudogene","DNAJA1P1"
"24863","ENSG00000223718.3","processed_pseudogene","AC093107.1"
"24864","ENSG00000223719.1","processed_pseudogene","AC069277.2"
"24865","ENSG00000223720.2","lncRNA","AL109659.1"
"24866","ENSG00000223721.3","processed_pseudogene","UQCRFS1P2"
"24867","ENSG00000223722.3","processed_pseudogene","IFITM3P2"
"24868","ENSG00000223723.1","processed_pseudogene","TFDP1P2"
"24869","ENSG00000223724.1","processed_pseudogene","RAD17P2"
"24870","ENSG00000223725.6","lncRNA","AC009226.1"
"24871","ENSG00000223726.1","lncRNA","AL020994.1"
"24872","ENSG00000223727.6","lncRNA","AC034195.1"
"24873","ENSG00000223728.3","processed_pseudogene","AC239801.1"
"24874","ENSG00000223729.1","lncRNA","LINC02247"
"24875","ENSG00000223730.1","transcribed_processed_pseudogene","Z83838.1"
"24876","ENSG00000223731.3","protein_coding","SUPT20HL1"
"24877","ENSG00000223732.2","lncRNA","AL359706.1"
"24878","ENSG00000223733.1","processed_pseudogene","RPL18AP14"
"24879","ENSG00000223734.2","lncRNA","LAPTM4A-DT"
"24880","ENSG00000223735.1","unprocessed_pseudogene","OR51B3P"
"24881","ENSG00000223738.3","processed_pseudogene","AC016930.1"
"24882","ENSG00000223739.1","processed_pseudogene","RPS15AP15"
"24883","ENSG00000223740.1","processed_pseudogene","AC092447.3"
"24884","ENSG00000223741.1","processed_pseudogene","PSMD4P1"
"24885","ENSG00000223742.1","lncRNA","AC112495.1"
"24886","ENSG00000223744.1","unprocessed_pseudogene","RBMY2GP"
"24887","ENSG00000223745.8","lncRNA","CCDC18-AS1"
"24888","ENSG00000223746.1","processed_pseudogene","ELOCP30"
"24889","ENSG00000223749.11","lncRNA","MIR503HG"
"24890","ENSG00000223750.1","unprocessed_pseudogene","SIRPB3P"
"24891","ENSG00000223751.1","lncRNA","AC116609.1"
"24892","ENSG00000223753.2","processed_pseudogene","AC234775.1"
"24893","ENSG00000223754.1","lncRNA","AC008073.1"
"24894","ENSG00000223756.7","transcribed_unprocessed_pseudogene","TSSC2"
"24895","ENSG00000223760.4","transcribed_unprocessed_pseudogene","MED15P9"
"24896","ENSG00000223761.1","lncRNA","AL138767.2"
"24897","ENSG00000223764.2","lncRNA","LINC02593"
"24898","ENSG00000223765.3","lncRNA","LINC01626"
"24899","ENSG00000223768.2","lncRNA","LINC00205"
"24900","ENSG00000223770.5","lncRNA","CACNA2D1-AS1"
"24901","ENSG00000223772.1","processed_pseudogene","GEMIN8P3"
"24902","ENSG00000223773.7","transcribed_unprocessed_pseudogene","CD99P1"
"24903","ENSG00000223773.7_PAR_Y","transcribed_unprocessed_pseudogene","CD99P1"
"24904","ENSG00000223774.5","lncRNA","AL513217.1"
"24905","ENSG00000223776.5","lncRNA","LGALS8-AS1"
"24906","ENSG00000223777.1","processed_pseudogene","AC092162.1"
"24907","ENSG00000223779.6","unprocessed_pseudogene","AC239800.1"
"24908","ENSG00000223782.1","processed_pseudogene","RPS21P8"
"24909","ENSG00000223783.1","lncRNA","LINC01983"
"24910","ENSG00000223784.2","lncRNA","LINP1"
"24911","ENSG00000223786.1","lncRNA","AL357507.1"
"24912","ENSG00000223787.2","processed_pseudogene","AL354890.1"
"24913","ENSG00000223788.4","unprocessed_pseudogene","DIS3L2P1"
"24914","ENSG00000223791.1","lncRNA","UBE2E1-AS1"
"24915","ENSG00000223794.1","processed_pseudogene","COX5BP8"
"24916","ENSG00000223795.2","lncRNA","AL669970.1"
"24917","ENSG00000223797.6","lncRNA","ENTPD3-AS1"
"24918","ENSG00000223799.1","lncRNA","IL10RB-DT"
"24919","ENSG00000223800.1","lncRNA","AL355314.1"
"24920","ENSG00000223802.8","protein_coding","CERS1"
"24921","ENSG00000223803.1","processed_pseudogene","RPS20P14"
"24922","ENSG00000223804.5","transcribed_unprocessed_pseudogene","AC244669.1"
"24923","ENSG00000223806.8","lncRNA","LINC00114"
"24924","ENSG00000223807.1","processed_pseudogene","BOLA3P4"
"24925","ENSG00000223808.1","lncRNA","AC044784.1"
"24926","ENSG00000223809.1","lncRNA","AC234771.1"
"24927","ENSG00000223810.2","processed_pseudogene","KRT8P28"
"24928","ENSG00000223811.1","lncRNA","AL589684.1"
"24929","ENSG00000223812.8","lncRNA","AC073365.1"
"24930","ENSG00000223813.3","lncRNA","AC007255.1"
"24931","ENSG00000223814.1","lncRNA","AL691459.1"
"24932","ENSG00000223815.2","lncRNA","DIAPH3-AS2"
"24933","ENSG00000223816.5","unprocessed_pseudogene","IGKV1OR2-2"
"24934","ENSG00000223817.1","lncRNA","CDH23-AS1"
"24935","ENSG00000223819.2","processed_pseudogene","PPIAP89"
"24936","ENSG00000223820.5","transcribed_unprocessed_pseudogene","CFL1P1"
"24937","ENSG00000223822.2","processed_pseudogene","EEF1A1P1"
"24938","ENSG00000223823.1","lncRNA","LINC01342"
"24939","ENSG00000223824.1","processed_pseudogene","TERF1P6"
"24940","ENSG00000223825.5","processed_pseudogene","DAZAP2P1"
"24941","ENSG00000223826.1","lncRNA","LINC01870"
"24942","ENSG00000223828.1","processed_pseudogene","BANF1P4"
"24943","ENSG00000223829.6","lncRNA","AC004870.2"
"24944","ENSG00000223831.1","lncRNA","AC005006.1"
"24945","ENSG00000223834.5","lncRNA","AL161935.1"
"24946","ENSG00000223836.1","unprocessed_pseudogene","AC023141.1"
"24947","ENSG00000223837.2","lncRNA","AL645941.1"
"24948","ENSG00000223838.2","lncRNA","AC007091.1"
"24949","ENSG00000223839.8","transcribed_unprocessed_pseudogene","FAM95B1"
"24950","ENSG00000223841.1","processed_pseudogene","AC006484.1"
"24951","ENSG00000223842.1","lncRNA","AL360093.1"
"24952","ENSG00000223843.5","lncRNA","EFCAB6-AS1"
"24953","ENSG00000223845.1","unitary_pseudogene","VN1R40P"
"24954","ENSG00000223847.1","processed_pseudogene","AL645474.1"
"24955","ENSG00000223849.1","processed_pseudogene","AL354893.1"
"24956","ENSG00000223850.1","lncRNA","MYCNUT"
"24957","ENSG00000223855.2","lncRNA","HRAT92"
"24958","ENSG00000223856.1","unprocessed_pseudogene","RAB9AP2"
"24959","ENSG00000223859.1","lncRNA","AC007403.1"
"24960","ENSG00000223861.1","processed_pseudogene","AL365436.1"
"24961","ENSG00000223863.1","lncRNA","LINC01805"
"24962","ENSG00000223864.1","processed_pseudogene","NPM1P19"
"24963","ENSG00000223865.11","protein_coding","HLA-DPB1"
"24964","ENSG00000223866.1","processed_pseudogene","AC002486.1"
"24965","ENSG00000223867.1","processed_pseudogene","AC098592.1"
"24966","ENSG00000223869.1","processed_pseudogene","AC099563.1"
"24967","ENSG00000223870.1","lncRNA","AP000233.1"
"24968","ENSG00000223872.2","lncRNA","AC006372.1"
"24969","ENSG00000223873.1","processed_pseudogene","SAP18P2"
"24970","ENSG00000223874.2","lncRNA","LINC01921"
"24971","ENSG00000223875.2","unprocessed_pseudogene","NBEAP3"
"24972","ENSG00000223876.1","processed_pseudogene","RPS27P1"
"24973","ENSG00000223877.4","unprocessed_pseudogene","RPS8P10"
"24974","ENSG00000223878.1","processed_pseudogene","PPIAP53"
"24975","ENSG00000223880.1","lncRNA","LINC01078"
"24976","ENSG00000223881.1","lncRNA","AL157402.1"
"24977","ENSG00000223882.1","lncRNA","ABCC5-AS1"
"24978","ENSG00000223883.2","lncRNA","LINC01707"
"24979","ENSG00000223884.7","lncRNA","AC068481.1"
"24980","ENSG00000223885.4","unprocessed_pseudogene","FAM90A13P"
"24981","ENSG00000223886.3","processed_pseudogene","AC073073.1"
"24982","ENSG00000223889.1","processed_pseudogene","AC073188.1"
"24983","ENSG00000223890.1","processed_pseudogene","AC008171.1"
"24984","ENSG00000223891.6","lncRNA","OSER1-DT"
"24985","ENSG00000223893.1","processed_pseudogene","GNL2P1"
"24986","ENSG00000223896.2","processed_pseudogene","CCNJP2"
"24987","ENSG00000223897.1","processed_pseudogene","AC069157.1"
"24988","ENSG00000223899.1","processed_pseudogene","SEC13P1"
"24989","ENSG00000223901.2","lncRNA","AP001469.1"
"24990","ENSG00000223903.1","processed_pseudogene","RPL23P4"
"24991","ENSG00000223904.2","processed_pseudogene","HMGB1P12"
"24992","ENSG00000223905.1","processed_pseudogene","AC103592.1"
"24993","ENSG00000223906.1","lncRNA","AC104457.2"
"24994","ENSG00000223908.5","processed_pseudogene","AC068657.1"
"24995","ENSG00000223910.1","lncRNA","ZNF32-AS3"
"24996","ENSG00000223911.1","lncRNA","AC009480.1"
"24997","ENSG00000223912.1","processed_pseudogene","EEF1A1P36"
"24998","ENSG00000223914.4","lncRNA","LINC02471"
"24999","ENSG00000223915.1","processed_pseudogene","DPPA2P1"
"25000","ENSG00000223916.1","processed_pseudogene","AC097638.1"
"25001","ENSG00000223917.1","unprocessed_pseudogene","AC009237.1"
"25002","ENSG00000223918.1","processed_pseudogene","AL513328.1"
"25003","ENSG00000223920.2","processed_pseudogene","AC099791.1"
"25004","ENSG00000223921.1","processed_pseudogene","MTND1P27"
"25005","ENSG00000223922.1","processed_pseudogene","ASS1P2"
"25006","ENSG00000223923.2","lncRNA","TNS1-AS1"
"25007","ENSG00000223928.1","processed_pseudogene","NUP35P1"
"25008","ENSG00000223930.7","lncRNA","AC117453.1"
"25009","ENSG00000223931.2","unprocessed_pseudogene","AC142381.1"
"25010","ENSG00000223935.3","lncRNA","LGALSL-DT"
"25011","ENSG00000223940.1","processed_pseudogene","KRT8P8"
"25012","ENSG00000223941.5","lncRNA","LINC01014"
"25013","ENSG00000223942.2","lncRNA","AL590302.1"
"25014","ENSG00000223944.2","lncRNA","AL353604.1"
"25015","ENSG00000223945.2","processed_pseudogene","AC244033.1"
"25016","ENSG00000223946.1","lncRNA","AL513008.1"
"25017","ENSG00000223947.1","lncRNA","AC016738.1"
"25018","ENSG00000223948.1","processed_pseudogene","AC092648.1"
"25019","ENSG00000223949.8","lncRNA","ROR1-AS1"
"25020","ENSG00000223951.1","processed_pseudogene","H2ACP2"
"25021","ENSG00000223953.6","protein_coding","C1QTNF5"
"25022","ENSG00000223955.1","processed_pseudogene","MTND6P1"
"25023","ENSG00000223956.3","lncRNA","LINC01767"
"25024","ENSG00000223958.1","processed_pseudogene","AC244505.2"
"25025","ENSG00000223959.8","transcribed_unitary_pseudogene","AFG3L1P"
"25026","ENSG00000223960.7","lncRNA","CHROMR"
"25027","ENSG00000223962.1","processed_pseudogene","UBBP3"
"25028","ENSG00000223963.2","processed_pseudogene","THAP12P8"
"25029","ENSG00000223965.2","processed_pseudogene","ZNF587P1"
"25030","ENSG00000223966.1","lncRNA","AL159990.1"
"25031","ENSG00000223967.1","processed_pseudogene","AL603910.1"
"25032","ENSG00000223968.1","processed_pseudogene","AC098614.1"
"25033","ENSG00000223969.6","lncRNA","AC002456.1"
"25034","ENSG00000223970.1","processed_pseudogene","AC074397.1"
"25035","ENSG00000223972.5","transcribed_unprocessed_pseudogene","DDX11L1"
"25036","ENSG00000223973.2","transcribed_processed_pseudogene","PAFAH1B1P2"
"25037","ENSG00000223974.1","processed_pseudogene","BNIP3P42"
"25038","ENSG00000223975.1","lncRNA","AP001048.1"
"25039","ENSG00000223976.1","processed_pseudogene","EXTL2P1"
"25040","ENSG00000223977.1","processed_pseudogene","AC138623.1"
"25041","ENSG00000223978.1","processed_pseudogene","ZNF736P1Y"
"25042","ENSG00000223979.2","lncRNA","SMCR2"
"25043","ENSG00000223982.3","processed_pseudogene","SNRPD2P2"
"25044","ENSG00000223984.1","processed_pseudogene","HNRNPRP1"
"25045","ENSG00000223985.2","lncRNA","LINC01874"
"25046","ENSG00000223986.1","processed_pseudogene","AC069421.1"
"25047","ENSG00000223987.1","processed_pseudogene","RPL26P28"
"25048","ENSG00000223989.1","lncRNA","AL357140.1"
"25049","ENSG00000223991.1","lncRNA","AC104809.1"
"25050","ENSG00000223993.2","lncRNA","LINC02647"
"25051","ENSG00000223995.2","processed_pseudogene","RPL32P35"
"25052","ENSG00000223997.1","TR_D_gene","TRDD1"
"25053","ENSG00000223999.1","lncRNA","AC244250.1"
"25054","ENSG00000224000.1","lncRNA","Z97198.1"
"25055","ENSG00000224001.2","processed_pseudogene","AL360081.1"
"25056","ENSG00000224003.1","processed_pseudogene","YES1P1"
"25057","ENSG00000224004.2","processed_pseudogene","ATP5F1CP1"
"25058","ENSG00000224007.1","processed_pseudogene","USP12P2"
"25059","ENSG00000224008.1","lncRNA","LINC01441"
"25060","ENSG00000224011.1","processed_pseudogene","AC110602.1"
"25061","ENSG00000224012.3","processed_pseudogene","AC116917.1"
"25062","ENSG00000224014.1","processed_pseudogene","AL390728.3"
"25063","ENSG00000224015.1","lncRNA","AC063976.1"
"25064","ENSG00000224016.2","unprocessed_pseudogene","AC092681.1"
"25065","ENSG00000224017.2","lncRNA","LINC01449"
"25066","ENSG00000224018.2","lncRNA","AP000470.1"
"25067","ENSG00000224019.1","processed_pseudogene","RPL21P32"
"25068","ENSG00000224020.1","lncRNA","MIR181A2HG"
"25069","ENSG00000224023.10","lncRNA","EDRF1-DT"
"25070","ENSG00000224025.2","processed_pseudogene","AL353616.1"
"25071","ENSG00000224027.1","lncRNA","AL133456.1"
"25072","ENSG00000224028.1","lncRNA","LINC01853"
"25073","ENSG00000224029.1","lncRNA","AL450344.1"
"25074","ENSG00000224031.1","lncRNA","TCEAL3-AS1"
"25075","ENSG00000224032.7","lncRNA","EPB41L4A-AS1"
"25076","ENSG00000224033.1","unprocessed_pseudogene","CDY8P"
"25077","ENSG00000224034.1","lncRNA","LINC02561"
"25078","ENSG00000224035.1","processed_pseudogene","SFPQP1"
"25079","ENSG00000224038.1","lncRNA","BX005214.1"
"25080","ENSG00000224039.1","unprocessed_pseudogene","CDYLP1"
"25081","ENSG00000224040.1","processed_pseudogene","HMGN1P4"
"25082","ENSG00000224041.3","IG_V_gene","IGKV3D-15"
"25083","ENSG00000224042.2","processed_pseudogene","MTND4P6"
"25084","ENSG00000224043.8","lncRNA","CCNT2-AS1"
"25085","ENSG00000224045.1","transcribed_unprocessed_pseudogene","PAEPP1"
"25086","ENSG00000224046.2","lncRNA","AC005076.1"
"25087","ENSG00000224048.6","lncRNA","LINC02612"
"25088","ENSG00000224049.1","lncRNA","AC108681.1"
"25089","ENSG00000224051.7","protein_coding","CPTP"
"25090","ENSG00000224054.1","processed_pseudogene","AL022163.1"
"25091","ENSG00000224055.1","processed_pseudogene","GAPDHP55"
"25092","ENSG00000224057.1","lncRNA","EGFR-AS1"
"25093","ENSG00000224058.2","processed_pseudogene","AC006509.1"
"25094","ENSG00000224059.1","processed_pseudogene","HSPA8P16"
"25095","ENSG00000224060.3","transcribed_unprocessed_pseudogene","ARSLP1"
"25096","ENSG00000224061.1","processed_pseudogene","SRSF3P4"
"25097","ENSG00000224062.4","processed_pseudogene","TUBB4BP5"
"25098","ENSG00000224063.6","lncRNA","AC007319.1"
"25099","ENSG00000224064.1","processed_pseudogene","AL356390.1"
"25100","ENSG00000224065.2","processed_pseudogene","SRIP2"
"25101","ENSG00000224066.1","lncRNA","AL049795.1"
"25102","ENSG00000224067.2","processed_pseudogene","AL354877.1"
"25103","ENSG00000224069.1","processed_pseudogene","BX842559.1"
"25104","ENSG00000224070.1","processed_pseudogene","HMGN1P6"
"25105","ENSG00000224071.1","processed_pseudogene","DNMT3AP1"
"25106","ENSG00000224072.1","processed_pseudogene","VEZTP1"
"25107","ENSG00000224074.3","lncRNA","LINC00691"
"25108","ENSG00000224075.2","lncRNA","TTTY22"
"25109","ENSG00000224076.5","lncRNA","AC009487.1"
"25110","ENSG00000224077.1","lncRNA","AP000936.1"
"25111","ENSG00000224078.15","lncRNA","SNHG14"
"25112","ENSG00000224079.1","lncRNA","AC091729.1"
"25113","ENSG00000224080.1","processed_pseudogene","UBE2FP1"
"25114","ENSG00000224081.9","transcribed_processed_pseudogene","SLC44A3-AS1"
"25115","ENSG00000224082.1","unprocessed_pseudogene","UBTFL8"
"25116","ENSG00000224083.1","unprocessed_pseudogene","MTCO1P11"
"25117","ENSG00000224085.3","processed_pseudogene","RPL23AP41"
"25118","ENSG00000224086.6","lncRNA","PPM1F-AS1"
"25119","ENSG00000224087.1","lncRNA","POTEF-AS1"
"25120","ENSG00000224089.3","protein_coding","CT47A10"
"25121","ENSG00000224090.1","lncRNA","AC097468.1"
"25122","ENSG00000224091.1","lncRNA","AC104389.2"
"25123","ENSG00000224092.1","processed_pseudogene","AL591644.1"
"25124","ENSG00000224093.5","lncRNA","BCAR3-AS1"
"25125","ENSG00000224094.1","processed_pseudogene","RPS24P8"
"25126","ENSG00000224095.1","lncRNA","LINC01935"
"25127","ENSG00000224097.5","transcribed_processed_pseudogene","AC021148.1"
"25128","ENSG00000224099.2","lncRNA","AC104823.1"
"25129","ENSG00000224100.1","lncRNA","AP001630.1"
"25130","ENSG00000224101.1","lncRNA","ELMO1-AS1"
"25131","ENSG00000224104.1","processed_pseudogene","AC079809.1"
"25132","ENSG00000224106.1","unprocessed_pseudogene","CYP4F25P"
"25133","ENSG00000224107.5","protein_coding","ETDB"
"25134","ENSG00000224109.3","protein_coding","CENPVL3"
"25135","ENSG00000224110.3","processed_pseudogene","MTRF1LP2"
"25136","ENSG00000224114.1","processed_pseudogene","AL591846.1"
"25137","ENSG00000224116.7","lncRNA","INHBA-AS1"
"25138","ENSG00000224117.1","processed_pseudogene","PTPN2P2"
"25139","ENSG00000224121.1","processed_pseudogene","ATG12P2"
"25140","ENSG00000224122.2","lncRNA","POU6F2-AS1"
"25141","ENSG00000224124.3","processed_pseudogene","POM121L10P"
"25142","ENSG00000224126.2","processed_pseudogene","UBE2SP2"
"25143","ENSG00000224127.1","lncRNA","AC099786.1"
"25144","ENSG00000224128.1","lncRNA","LINC01248"
"25145","ENSG00000224129.1","processed_pseudogene","DPPA2P2"
"25146","ENSG00000224132.2","lncRNA","AC112715.1"
"25147","ENSG00000224134.1","unprocessed_pseudogene","AC004866.2"
"25148","ENSG00000224136.1","processed_pseudogene","AC007568.1"
"25149","ENSG00000224137.1","lncRNA","LINC01857"
"25150","ENSG00000224138.1","lncRNA","AC000123.1"
"25151","ENSG00000224141.6","lncRNA","MIR548XHG"
"25152","ENSG00000224142.1","lncRNA","AMMECR1-IT1"
"25153","ENSG00000224144.1","processed_pseudogene","ASH2LP1"
"25154","ENSG00000224149.1","lncRNA","AC099786.2"
"25155","ENSG00000224151.1","unprocessed_pseudogene","USP9YP28"
"25156","ENSG00000224152.1","lncRNA","AC009506.1"
"25157","ENSG00000224153.3","lncRNA","LINC02054"
"25158","ENSG00000224155.2","processed_pseudogene","AC073136.2"
"25159","ENSG00000224157.1","lncRNA","HCG14"
"25160","ENSG00000224159.1","processed_pseudogene","HMGB1P9"
"25161","ENSG00000224160.1","processed_pseudogene","CICP10"
"25162","ENSG00000224161.3","processed_pseudogene","RPS26P54"
"25163","ENSG00000224162.1","processed_pseudogene","UQCRHP3"
"25164","ENSG00000224163.4","unprocessed_pseudogene","AC025594.1"
"25165","ENSG00000224164.2","lncRNA","LINC02828"
"25166","ENSG00000224165.6","lncRNA","DNAJC27-AS1"
"25167","ENSG00000224166.1","unprocessed_pseudogene","PRYP1"
"25168","ENSG00000224167.2","lncRNA","LINC01357"
"25169","ENSG00000224169.1","unprocessed_pseudogene","HSFY6P"
"25170","ENSG00000224172.1","processed_pseudogene","AC091799.1"
"25171","ENSG00000224173.2","lncRNA","LINC02831"
"25172","ENSG00000224174.2","lncRNA","AL137802.1"
"25173","ENSG00000224177.8","lncRNA","LINC00570"
"25174","ENSG00000224183.1","processed_pseudogene","SDHDP6"
"25175","ENSG00000224184.6","lncRNA","MIR3681HG"
"25176","ENSG00000224185.1","processed_pseudogene","SNX18P9"
"25177","ENSG00000224186.8","lncRNA","C5orf66"
"25178","ENSG00000224187.1","lncRNA","LINC01991"
"25179","ENSG00000224188.1","processed_pseudogene","UBE2D3P4"
"25180","ENSG00000224189.8","lncRNA","HAGLR"
"25181","ENSG00000224190.2","lncRNA","LINC02667"
"25182","ENSG00000224192.2","lncRNA","SEZ6L-AS1"
"25183","ENSG00000224194.1","lncRNA","AC008278.1"
"25184","ENSG00000224195.1","lncRNA","AC022400.1"
"25185","ENSG00000224203.2","unprocessed_pseudogene","RPS23P10"
"25186","ENSG00000224204.1","lncRNA","PHEX-AS1"
"25187","ENSG00000224205.2","transcribed_unprocessed_pseudogene","AC253536.1"
"25188","ENSG00000224207.3","processed_pseudogene","AC018797.1"
"25189","ENSG00000224208.1","processed_pseudogene","ZCRB1P1"
"25190","ENSG00000224209.8","lncRNA","LINC00466"
"25191","ENSG00000224210.1","processed_pseudogene","TRIM60P5Y"
"25192","ENSG00000224215.1","lncRNA","AL606469.1"
"25193","ENSG00000224216.1","lncRNA","AC234781.1"
"25194","ENSG00000224217.1","processed_pseudogene","PRPF4BP1"
"25195","ENSG00000224218.1","lncRNA","AC107072.1"
"25196","ENSG00000224219.1","processed_pseudogene","SEC61GP1"
"25197","ENSG00000224220.1","lncRNA","DTNB-AS1"
"25198","ENSG00000224221.1","processed_pseudogene","RPS6P8"
"25199","ENSG00000224222.2","lncRNA","LINC02636"
"25200","ENSG00000224223.1","lncRNA","VSTM2A-OT1"
"25201","ENSG00000224224.1","processed_pseudogene","HAUS1P2"
"25202","ENSG00000224227.3","transcribed_unprocessed_pseudogene","OR2L1P"
"25203","ENSG00000224228.2","lncRNA","AL031599.1"
"25204","ENSG00000224231.2","lncRNA","LINC01832"
"25205","ENSG00000224232.1","processed_pseudogene","KCTD5P1"
"25206","ENSG00000224233.1","unprocessed_pseudogene","OR2J4P"
"25207","ENSG00000224236.3","processed_pseudogene","MRRFP1"
"25208","ENSG00000224237.1","processed_pseudogene","MICOS10P3"
"25209","ENSG00000224238.2","lncRNA","WARS2-IT1"
"25210","ENSG00000224239.1","lncRNA","AC090044.1"
"25211","ENSG00000224240.1","processed_pseudogene","CYCSP49"
"25212","ENSG00000224243.2","lncRNA","SOX1-OT"
"25213","ENSG00000224244.1","unprocessed_pseudogene","AC073508.1"
"25214","ENSG00000224245.1","unprocessed_pseudogene","AL358232.1"
"25215","ENSG00000224247.1","lncRNA","AJ009632.1"
"25216","ENSG00000224250.1","lncRNA","AC025947.1"
"25217","ENSG00000224251.6","lncRNA","AL391427.1"
"25218","ENSG00000224252.1","processed_pseudogene","AC113618.1"
"25219","ENSG00000224254.2","unprocessed_pseudogene","MTCO1P39"
"25220","ENSG00000224255.2","processed_pseudogene","PDCL3P6"
"25221","ENSG00000224256.1","processed_pseudogene","Z93930.1"
"25222","ENSG00000224257.1","lncRNA","VWC2L-IT1"
"25223","ENSG00000224259.7","lncRNA","LINC01133"
"25224","ENSG00000224260.6","lncRNA","AL023754.1"
"25225","ENSG00000224261.2","processed_pseudogene","RPSAP18"
"25226","ENSG00000224263.1","processed_pseudogene","CYCSP12"
"25227","ENSG00000224265.1","lncRNA","LINC02633"
"25228","ENSG00000224267.1","lncRNA","AL772155.1"
"25229","ENSG00000224269.1","lncRNA","AP000697.1"
"25230","ENSG00000224271.7","lncRNA","AL117329.1"
"25231","ENSG00000224272.2","lncRNA","AC131097.2"
"25232","ENSG00000224273.2","transcribed_unprocessed_pseudogene","AC005077.2"
"25233","ENSG00000224274.1","processed_pseudogene","ENSAP1"
"25234","ENSG00000224276.1","lncRNA","ARHGEF2-AS1"
"25235","ENSG00000224277.5","lncRNA","AP000345.1"
"25236","ENSG00000224278.1","processed_pseudogene","AL592447.1"
"25237","ENSG00000224279.2","processed_pseudogene","RPS29P31"
"25238","ENSG00000224280.1","processed_pseudogene","AC005014.1"
"25239","ENSG00000224281.5","lncRNA","SLC25A5-AS1"
"25240","ENSG00000224282.3","processed_pseudogene","AC010469.1"
"25241","ENSG00000224286.6","lncRNA","LINC01142"
"25242","ENSG00000224287.2","transcribed_processed_pseudogene","MSL3P1"
"25243","ENSG00000224288.2","processed_pseudogene","MTCYBP11"
"25244","ENSG00000224289.1","unprocessed_pseudogene","IFIT6P"
"25245","ENSG00000224291.1","processed_pseudogene","RPL38P6"
"25246","ENSG00000224292.1","lncRNA","AF196972.1"
"25247","ENSG00000224294.1","lncRNA","PINCR"
"25248","ENSG00000224295.3","unitary_pseudogene","OLFM5P"
"25249","ENSG00000224296.3","processed_pseudogene","MRPL49P1"
"25250","ENSG00000224297.2","processed_pseudogene","AL158825.1"
"25251","ENSG00000224299.1","unprocessed_pseudogene","MTATP6P16"
"25252","ENSG00000224300.1","unprocessed_pseudogene","OR51P1P"
"25253","ENSG00000224301.2","lncRNA","AL590502.1"
"25254","ENSG00000224302.1","processed_pseudogene","AL500527.1"
"25255","ENSG00000224307.2","lncRNA","AL161785.1"
"25256","ENSG00000224308.1","lncRNA","LINC01527"
"25257","ENSG00000224309.7","transcribed_unprocessed_pseudogene","ANKRD30BP2"
"25258","ENSG00000224310.1","lncRNA","LINC01567"
"25259","ENSG00000224311.1","lncRNA","AL590640.1"
"25260","ENSG00000224312.1","unprocessed_pseudogene","MCCD1P2"
"25261","ENSG00000224314.1","processed_pseudogene","TCERG1P1"
"25262","ENSG00000224315.2","processed_pseudogene","RPL7P7"
"25263","ENSG00000224316.1","unprocessed_pseudogene","GTF2IP5"
"25264","ENSG00000224318.6","lncRNA","CHL1-AS2"
"25265","ENSG00000224321.1","processed_pseudogene","RPL12P14"
"25266","ENSG00000224322.2","lncRNA","AC004009.1"
"25267","ENSG00000224323.2","processed_pseudogene","DPRXP1"
"25268","ENSG00000224324.1","processed_pseudogene","THAP5P1"
"25269","ENSG00000224326.1","lncRNA","AL136234.1"
"25270","ENSG00000224328.1","lncRNA","MDC1-AS1"
"25271","ENSG00000224329.2","lncRNA","LINC00297"
"25272","ENSG00000224330.2","lncRNA","AC005019.2"
"25273","ENSG00000224331.2","processed_pseudogene","AC019181.1"
"25274","ENSG00000224333.1","processed_pseudogene","GAPDHP20"
"25275","ENSG00000224334.1","processed_pseudogene","AP000357.1"
"25276","ENSG00000224335.2","unprocessed_pseudogene","AC239809.1"
"25277","ENSG00000224336.2","unprocessed_pseudogene","FAM197Y1"
"25278","ENSG00000224337.1","processed_pseudogene","FAM8A3P"
"25279","ENSG00000224338.2","processed_pseudogene","MTCYBP45"
"25280","ENSG00000224339.1","processed_pseudogene","SC4MOP"
"25281","ENSG00000224340.1","processed_pseudogene","AL590639.1"
"25282","ENSG00000224341.1","processed_pseudogene","AKR7A2P2"
